Component	Property	XmlTag	MinOccurs	MaxOccurs	CSharpType	Status
TransferIn7	TransferDetails	TrfDtls	1	*	ValueList<Transfer22>	ProvisionallyRegistered
TransferIn8	TransferDetails	TrfDtls	1	*	ValueList<Transfer25>	ProvisionallyRegistered
TransferIn9	TransferDetails	TrfDtls	1	*	ValueList<Transfer29>	ProvisionallyRegistered
TransferOut10	TransferDetails	TrfDtls	1	*	ValueList<Transfer24>	ProvisionallyRegistered
TransferOut11	TransferAndReferences	TrfAndRefs	1	*	ValueList<TransferOut13>	ProvisionallyRegistered
TransferOut12	TransferDetails	TrfDtls	1	*	ValueList<Transfer28>	ProvisionallyRegistered
TransferOut13	TransferDetails	TrfDtls	1	*	ValueList<Transfer27>	ProvisionallyRegistered
TransferOut14	TransferDetails	TrfDtls	1	*	ValueList<Transfer28>	ProvisionallyRegistered
TransferOut15	TransferAndReferences	TrfAndRefs	1	*	ValueList<TransferOut13>	ProvisionallyRegistered
TransferOut16	TransferDetails	TrfDtls	1	*	ValueList<Transfer31>	ProvisionallyRegistered
TransferOut17	TransferAndReferences	TrfAndRefs	1	*	ValueList<TransferOut18>	ProvisionallyRegistered
TransferOut18	TransferDetails	TrfDtls	1	*	ValueList<Transfer30>	ProvisionallyRegistered
TransferOut7	TransferDetails	TrfDtls	1	*	ValueList<Transfer12>	ProvisionallyRegistered
TransferOut8	TransferDetails	TrfDtls	1	*	ValueList<Transfer14>	ProvisionallyRegistered
TransferOut9	TransferDetails	TrfDtls	1	*	ValueList<Transfer20>	ProvisionallyRegistered
TransferReference3	TransferReferences	TrfRefs	1	*	ValueList<TransferReference4>	ProvisionallyRegistered
TransferReference7	TransferReferences	TrfRefs	1	*	ValueList<TransferReference8>	ProvisionallyRegistered
TransportByAir3	DestinationAirport	DstnAirprt	1	*	ValueList<AirportName1Choice_>	ProvisionallyRegistered
TransportByAir5	DestinationAirport	DstnAirprt	1	*	ValueList<AirportName1Choice_>	ProvisionallyRegistered
TransportByRail3	PlaceOfDelivery	PlcOfDlvry	1	*	SimpleValueList<string>	ProvisionallyRegistered
TransportByRail5	PlaceOfDelivery	PlcOfDlvry	1	*	SimpleValueList<string>	ProvisionallyRegistered
TransportByRoad3	PlaceOfDelivery	PlcOfDlvry	1	*	SimpleValueList<string>	ProvisionallyRegistered
TransportByRoad5	PlaceOfDelivery	PlcOfDlvry	1	*	SimpleValueList<string>	ProvisionallyRegistered
TransportBySea3	PortOfDischarge	PortOfDschrge	1	*	SimpleValueList<string>	ProvisionallyRegistered
TransportBySea6	PortOfDischarge	PortOfDschrge	1	*	SimpleValueList<string>	ProvisionallyRegistered
TransportDetails2	TransportDocumentReference	TrnsprtDocRef	1	*	ValueList<DocumentIdentification7>	ProvisionallyRegistered
TransportDetails2	TransportedGoods	TrnsprtdGoods	1	*	ValueList<TransportedGoods1>	ProvisionallyRegistered
TransportDetails3	TransportDocumentReference	TrnsprtDocRef	1	*	ValueList<DocumentIdentification7>	ProvisionallyRegistered
TransportDetails3	TransportedGoods	TrnsprtdGoods	1	*	ValueList<TransportedGoods1>	ProvisionallyRegistered
TransportDetails4	TransportDocumentReference	TrnsprtDocRef	1	*	ValueList<DocumentIdentification7>	ProvisionallyRegistered
TransportDetails4	TransportedGoods	TrnsprtdGoods	1	*	ValueList<TransportedGoods1>	ProvisionallyRegistered
UnderlyingSecurityMovement1	AccountDetails	AcctDtls	1	2	ValueList<SecuritiesAccount8>	ProvisionallyRegistered
Undertaking1	Beneficiary	Bnfcry	1	*	ValueList<PartyIdentification43>	ProvisionallyRegistered
Undertaking3	Beneficiary	Bnfcry	1	*	ValueList<PartyIdentification43>	ProvisionallyRegistered
Undertaking3	UndertakingTermsAndConditions	UdrtkgTermsAndConds	1	*	ValueList<Narrative1>	ProvisionallyRegistered
Undertaking4	Applicant	Applcnt	1	*	ValueList<PartyIdentification43>	ProvisionallyRegistered
Undertaking4	Beneficiary	Bnfcry	1	*	ValueList<PartyIdentification43>	ProvisionallyRegistered
UnitPrice15	ValueInInvestmentCurrency	ValInInvstmtCcy	1	*	ValueList<PriceValue1>	ProvisionallyRegistered
UnitPrice24	ValueInInvestmentCurrency	ValInInvstmtCcy	1	*	ValueList<PriceValue1>	ProvisionallyRegistered
UnitPrice6	ValueInInvestmentCurrency	ValInInvstmtCcy	1	*	ValueList<PriceValue1>	ProvisionallyRegistered
UpdatedAdditionalInformation1	AdditionalInformation	AddtlInf	1	*	SimpleValueList<string>	ProvisionallyRegistered
UpdatedAdditionalInformation10	AdditionalInformation	AddtlInf	1	*	SimpleValueList<string>	ProvisionallyRegistered
UpdatedAdditionalInformation11	AdditionalInformation	AddtlInf	1	*	SimpleValueList<string>	ProvisionallyRegistered
UpdatedAdditionalInformation13	AdditionalInformation	AddtlInf	1	*	SimpleValueList<string>	ProvisionallyRegistered
UpdatedAdditionalInformation15	AdditionalInformation	AddtlInf	1	*	SimpleValueList<string>	ProvisionallyRegistered
UpdatedAdditionalInformation16	AdditionalInformation	AddtlInf	1	*	SimpleValueList<string>	ProvisionallyRegistered
UpdatedAdditionalInformation17	AdditionalInformation	AddtlInf	1	*	ValueList<IsoMax350Text>	ProvisionallyRegistered
UpdatedAdditionalInformation2	AdditionalInformation	AddtlInf	1	*	SimpleValueList<string>	ProvisionallyRegistered
UpdatedAdditionalInformation20	AdditionalInformation	AddtlInf	1	*	ValueList<IsoMax8000Text>	ProvisionallyRegistered
UpdatedAdditionalInformation21	AdditionalInformation	AddtlInf	1	*	ValueList<IsoMax350Text>	ProvisionallyRegistered
UpdatedAdditionalInformation23	AdditionalInformation	AddtlInf	1	*	ValueList<IsoRestrictedFINXMax350Text>	ProvisionallyRegistered
UpdatedAdditionalInformation25	AdditionalInformation	AddtlInf	1	*	ValueList<IsoRestrictedFINXMax350Text>	ProvisionallyRegistered
UpdatedAdditionalInformation26	AdditionalInformation	AddtlInf	1	*	ValueList<IsoRestrictedFINZMax8000Text>	ProvisionallyRegistered
UpdatedAdditionalInformation5	AdditionalInformation	AddtlInf	1	*	SimpleValueList<string>	ProvisionallyRegistered
UpdatedAdditionalInformation8	AdditionalInformation	AddtlInf	1	*	SimpleValueList<string>	ProvisionallyRegistered
ValuationDealingProcessingCharacteristics2	PriceCurrency	PricCcy	1	*	SimpleValueList<string>	ProvisionallyRegistered
ValuationsDetails2	ValuationDetailsAmount	ValtnDtlsAmt	1	*	ValueList<CollateralAmount9>	ProvisionallyRegistered
Value	AlternateCurrencyItem	AltrnCcyItm	1	*	ValueList<ActiveOrHistoricCurrencyAndAmount>	ProvisionallyRegistered
VariationMargin2	TotalVariationMargin	TtlVartnMrgn	1	*	ValueList<TotalVariationMargin1>	ProvisionallyRegistered
VariationMargin3	TotalVariationMargin	TtlVartnMrgn	1	*	ValueList<TotalVariationMargin1>	ProvisionallyRegistered
VolumeCapReport1	InstrumentReport	InstrmRpt	1	*	ValueList<VolumeCapReport2>	ProvisionallyRegistered
