Component	Property	XmlTag	MinOccurs	MaxOccurs	CSharpType	Status
RedemptionMultipleExecution3	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<RedemptionExecution6>	ProvisionallyRegistered
RedemptionMultipleExecution5	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<RedemptionExecution15>	ProvisionallyRegistered
RedemptionMultipleExecution6	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<RedemptionExecution17>	ProvisionallyRegistered
RedemptionMultipleOrder07	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<RedemptionOrder18>	ProvisionallyRegistered
RedemptionMultipleOrder2	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<RedemptionOrder4>	ProvisionallyRegistered
RedemptionMultipleOrder3	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<RedemptionOrder6>	ProvisionallyRegistered
RedemptionMultipleOrder4	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<RedemptionOrder8>	ProvisionallyRegistered
RedemptionMultipleOrder6	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<RedemptionOrder14>	ProvisionallyRegistered
References3	RequestReason	ReqRsn	1	*	SimpleValueList<string>	ProvisionallyRegistered
References6	RejectionReason	RjctnRsn	1	*	SimpleValueList<string>	ProvisionallyRegistered
RegisteredContract1	RegisteredContractAmendment	RegdCtrctAmdmnt	1	*	ValueList<RegisteredContract3>	ProvisionallyRegistered
RegisteredContract13	RegisteredContractAmendment	RegdCtrctAmdmnt	1	*	ValueList<RegisteredContract14>	ProvisionallyRegistered
RegisteredContract16	RegisteredContractAmendment	RegdCtrctAmdmnt	1	*	ValueList<RegisteredContract17>	ProvisionallyRegistered
RegisteredContract9	RegisteredContractAmendment	RegdCtrctAmdmnt	1	*	ValueList<RegisteredContract10>	ProvisionallyRegistered
RegulatoryReportingNotification1	TransactionCertificate	TxCert	1	*	ValueList<TransactionCertificate1>	ProvisionallyRegistered
RegulatoryReportingNotification2	TransactionCertificate	TxCert	1	*	ValueList<TransactionCertificate3>	ProvisionallyRegistered
RegulatoryReportingNotification3	TransactionCertificate	TxCert	1	*	ValueList<TransactionCertificate4>	ProvisionallyRegistered
RegulatoryReportingNotification4	TransactionCertificate	TxCert	1	*	ValueList<TransactionCertificate4>	ProvisionallyRegistered
RegulatoryStipulations1	Stipulations	Stiptns	1	*	SimpleValueList<string>	ProvisionallyRegistered
RejectedStatus3	DataSourceScheme	DataSrcSchme	1	10	ValueList<GenericIdentification1>	ProvisionallyRegistered
RejectedStatus3	Reason	Rsn	1	10	ValueList<RejectedStatusReason6>	ProvisionallyRegistered
RemittanceLocation10	RemittanceLocationDetails	RmtLctnDtls	1	*	ValueList<RemittanceLocationData2>	ProvisionallyRegistered
RemittanceLocation3	RemittanceLocationDetails	RmtLctnDtls	1	*	ValueList<RemittanceLocationDetails1>	ProvisionallyRegistered
RemittanceLocation5	RemittanceLocationDetails	RmtLctnDtls	1	*	ValueList<RemittanceLocationData1>	ProvisionallyRegistered
Report5	SettlementObligationDetails	SttlmOblgtnDtls	1	*	ValueList<SettlementObligation8>	ProvisionallyRegistered
Report7	SettlementObligationDetails	SttlmOblgtnDtls	1	*	ValueList<SettlementObligation9>	ProvisionallyRegistered
ReportLine4	BreakdownByPurchaseOrder	BrkdwnByPurchsOrdr	1	*	ValueList<ReportLine2>	ProvisionallyRegistered
ReportLine6	BreakdownByPurchaseOrder	BrkdwnByPurchsOrdr	1	*	ValueList<ReportLine7>	ProvisionallyRegistered
ReportStatusAndReason1	Rejected	Rjctd	1	100	ValueList<RejectedStatusReason9Choice_>	ProvisionallyRegistered
ReportStatusAndReason2	Rejected	Rjctd	1	100	ValueList<RejectedCancellationStatusReason1Choice_>	ProvisionallyRegistered
ReportTransactionRequest1	SearchCriteria	SchCrit	1	*	ValueList<SearchCriteria1>	ProvisionallyRegistered
RequestDetails5	ReportKey	RptKey	1	*	ValueList<RequestDetails4>	ProvisionallyRegistered
RequestType1	Type	Tp	1	*	SimpleValueList<TransactionRequestType1Code>	ProvisionallyRegistered
RequiredSubmission2	Submitter	Submitr	1	*	ValueList<BICIdentification1>	ProvisionallyRegistered
RequiredSubmission3	Submitter	Submitr	1	*	ValueList<BICIdentification1>	ProvisionallyRegistered
RequiredSubmission4	Submitter	Submitr	1	*	ValueList<BICIdentification1>	ProvisionallyRegistered
RequiredSubmission5	Submitter	Submitr	1	*	ValueList<BICIdentification1>	ProvisionallyRegistered
RequiredSubmission6	Submitter	Submitr	1	*	ValueList<BICIdentification1>	ProvisionallyRegistered
Response1	ResponseTypeDetails	RspnTpDtls	1	*	ValueList<ResponseType1Choice_>	ProvisionallyRegistered
ReuseDataReportCorrection7	CollateralComponent	CollCmpnt	1	*	ValueList<CollateralType12>	ProvisionallyRegistered
ReuseDataReportNew3	CollateralComponent	CollCmpnt	1	*	ValueList<CollateralType12>	ProvisionallyRegistered
SafekeepingAccount10	InstructedBalance	InstdBal	1	15	ValueList<HoldingBalance10>	ProvisionallyRegistered
SafekeepingAccount12	InstructedBalance	InstdBal	1	15	ValueList<HoldingBalance10>	ProvisionallyRegistered
SafekeepingAccount13	InstructedBalance	InstdBal	1	15	ValueList<HoldingBalance10>	ProvisionallyRegistered
SafekeepingAccount14	InstructedBalance	InstdBal	1	15	ValueList<HoldingBalance10>	ProvisionallyRegistered
SafekeepingAccount15	InstructedBalance	InstdBal	1	15	ValueList<HoldingBalance12>	ProvisionallyRegistered
SafekeepingAccount16	InstructedBalance	InstdBal	1	15	ValueList<HoldingBalance12>	ProvisionallyRegistered
SafekeepingAccount20	InstructedBalance	InstdBal	1	15	ValueList<HoldingBalance15>	ProvisionallyRegistered
SafekeepingAccount3	InstructedBalance	InstdBal	1	10	ValueList<HoldingBalance4>	ProvisionallyRegistered
SafekeepingAccount4	InstructedBalance	InstdBal	1	10	ValueList<HoldingBalance5>	ProvisionallyRegistered
SafekeepingAccount6	InstructedBalance	InstdBal	1	10	ValueList<HoldingBalance8>	ProvisionallyRegistered
SafekeepingAccount9	InstructedBalance	InstdBal	1	15	ValueList<HoldingBalance10>	ProvisionallyRegistered
ScenarioDefinition1	StressItem	StrssItm	1	2	ValueList<StressItem1>	ProvisionallyRegistered
ScenarioDefinition2	StressItem	StrssItm	1	*	ValueList<StressItem1>	ProvisionallyRegistered
ScenarioStressTestResult1	PortfolioStressTestResult	PrtflStrssTstRslt	1	*	ValueList<PortfolioStressTestResult1>	ProvisionallyRegistered
SearchCriteria1	SearchOr	SchOr	1	*	ValueList<SearchOr1>	ProvisionallyRegistered
SearchOr1	SearchAnd	SchAnd	1	*	ValueList<SearchAnd1>	ProvisionallyRegistered
SearchOutputOrder1	CriteriaOrder	CritOrdr	1	*	ValueList<CriteriaOrder1>	ProvisionallyRegistered
SecuritiesCancellation2	Cancellation	Cxl	1	*	ValueList<SecuritiesCancellationTransaction2>	ProvisionallyRegistered
SecuritiesModification2	Modification	Mod	1	*	ValueList<SecuritiesModificationTransaction2>	ProvisionallyRegistered
SecuritiesNonTradingDayReport1	NonWorkingDay	NonWorkgDay	1	*	ValueList<SecuritiesNonTradingDay1>	ProvisionallyRegistered
SecuritiesProceeds1	AccountDetails	AcctDtls	1	2	ValueList<SecuritiesAccount10>	ProvisionallyRegistered
SecuritiesReferenceDataReport5	TradingVenueRelatedAttributes	TradgVnRltdAttrbts	1	*	ValueList<TradingVenueAttributes1>	ProvisionallyRegistered
SecuritiesReferenceDataReport6	TradingVenueRelatedAttributes	TradgVnRltdAttrbts	1	*	ValueList<TradingVenueAttributes1>	ProvisionallyRegistered
SecuritiesReferenceDataReport7	TradingVenueRelatedAttributes	TradgVnRltdAttrbts	1	*	ValueList<TradingVenueAttributes2>	ProvisionallyRegistered
SecuritiesSettlementTransactions6	Transaction	Tx	1	*	ValueList<Transaction169>	ProvisionallyRegistered
SecurityIdentification1	RegisteredDistributionCountry	RegdDstrbtnCtry	1	*	SimpleValueList<string>	ProvisionallyRegistered
SecurityMovement1	AccountDetails	AcctDtls	1	2	ValueList<SecuritiesAccount12>	ProvisionallyRegistered
ServiceProviderParameters1	ServiceProviderIdentification	SvcPrvdrId	1	*	ValueList<GenericIdentification176>	ProvisionallyRegistered
ServiceProviderParameters2	ServiceProviderIdentification	SvcPrvdrId	1	*	ValueList<GenericIdentification176>	ProvisionallyRegistered
ServiceProviderParameters3	ServiceProviderIdentification	SvcPrvdrId	1	*	ValueList<GenericIdentification176>	ProvisionallyRegistered
ServiceProviderParameters4	ServiceProviderIdentification	SvcPrvdrId	1	*	ValueList<GenericIdentification176>	ProvisionallyRegistered
ServiceProviderParameters5	ServiceProviderIdentification	SvcPrvdrId	1	*	ValueList<GenericIdentification176>	ProvisionallyRegistered
SettlementAgent1	Account	Acct	1	*	ValueList<PaymentAccount1>	ProvisionallyRegistered
SettlementAgent2	Account	Acct	1	*	ValueList<PaymentAccount4>	ProvisionallyRegistered
SettlementFailsParticipantRange1	HighestInValue	HghstInVal	1	*	ValueList<SettlementFailsParticipant1>	ProvisionallyRegistered
SettlementFailsParticipantRange1	HighestInVolume	HghstInVol	1	*	ValueList<SettlementFailsParticipant1>	ProvisionallyRegistered
SettlementFailsSecuritiesRange1	HighestInValue	HghstInVal	1	*	ValueList<SettlementFailsSecurities1>	ProvisionallyRegistered
SettlementFailsSecuritiesRange1	HighestInVolume	HghstInVol	1	*	ValueList<SettlementFailsSecurities1>	ProvisionallyRegistered
SettlementFailureReason3	Description	Desc	1	*	ValueList<SettlementFailureReason2>	ProvisionallyRegistered
SignedData1	DigestAlgorithm	DgstAlgo	1	*	ValueList<AlgorithmIdentification1>	ProvisionallyRegistered
SignedData1	Signer	Sgnr	1	*	ValueList<Signer1>	ProvisionallyRegistered
SignedData2	DigestAlgorithm	DgstAlgo	1	*	ValueList<AlgorithmIdentification5>	ProvisionallyRegistered
SignedData2	Signer	Sgnr	1	*	ValueList<Signer2>	ProvisionallyRegistered
SignedData3	DigestAlgorithm	DgstAlgo	1	*	ValueList<AlgorithmIdentification5>	ProvisionallyRegistered
SignedData3	Signer	Sgnr	1	*	ValueList<Signer2>	ProvisionallyRegistered
SignedData4	DigestAlgorithm	DgstAlgo	1	*	ValueList<AlgorithmIdentification16>	ProvisionallyRegistered
SignedData4	Signer	Sgnr	1	*	ValueList<Signer3>	ProvisionallyRegistered
StatementGroup1	BillingStatement	BllgStmt	1	*	ValueList<BillingStatement1>	ProvisionallyRegistered
StatementGroup2	BillingStatement	BllgStmt	1	*	ValueList<BillingStatement2>	ProvisionallyRegistered
StatementGroup3	BillingStatement	BllgStmt	1	*	ValueList<BillingStatement3>	ProvisionallyRegistered
StatementGroup4	BillingStatement	BllgStmt	1	*	ValueList<BillingStatement4>	ProvisionallyRegistered
StatementGroup5	BillingStatement	BllgStmt	1	*	ValueList<BillingStatement5>	ProvisionallyRegistered
StatusReport1	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet1>	ProvisionallyRegistered
StatusReport2	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet4>	ProvisionallyRegistered
StatusReport3	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet9>	ProvisionallyRegistered
StatusReportItems2	ReportedEntity	RptdNtty	1	2	ValueList<BICIdentification1>	ProvisionallyRegistered
StoredValueRequest2	Data	Data	1	*	ValueList<StoredValueData2>	ProvisionallyRegistered
StoredValueRequest3	Data	Data	1	*	ValueList<StoredValueData3>	ProvisionallyRegistered
StoredValueRequest4	Data	Data	1	*	ValueList<StoredValueData4>	ProvisionallyRegistered
StoredValueRequest5	Data	Data	1	*	ValueList<StoredValueData5>	ProvisionallyRegistered
StoredValueRequest6	Data	Data	1	*	ValueList<StoredValueData6>	ProvisionallyRegistered
StoredValueRequest7	Data	Data	1	*	ValueList<StoredValueData7>	ProvisionallyRegistered
StoredValueRequest8	Data	Data	1	*	ValueList<StoredValueData8>	ProvisionallyRegistered
StoredValueRequest9	Data	Data	1	*	ValueList<StoredValueData9>	ProvisionallyRegistered
SubscriptionBulkExecution05	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<SubscriptionExecution15>	ProvisionallyRegistered
SubscriptionBulkExecution2	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<SubscriptionExecution3>	ProvisionallyRegistered
SubscriptionBulkExecution3	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<SubscriptionExecution5>	ProvisionallyRegistered
SubscriptionBulkExecution4	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<SubscriptionExecution12>	ProvisionallyRegistered
SubscriptionBulkOrder06	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<SubscriptionOrder16>	ProvisionallyRegistered
SubscriptionBulkOrder2	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<SubscriptionOrder3>	ProvisionallyRegistered
SubscriptionBulkOrder3	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<SubscriptionOrder5>	ProvisionallyRegistered
SubscriptionBulkOrder4	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<SubscriptionOrder7>	ProvisionallyRegistered
SubscriptionBulkOrder5	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<SubscriptionOrder15>	ProvisionallyRegistered
SubscriptionMultipleExecution2	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<SubscriptionExecution4>	ProvisionallyRegistered
SubscriptionMultipleExecution3	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<SubscriptionExecution6>	ProvisionallyRegistered
SubscriptionMultipleExecution5	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<SubscriptionExecution13>	ProvisionallyRegistered
SubscriptionMultipleExecution6	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<SubscriptionExecution14>	ProvisionallyRegistered
SubscriptionMultipleExecution7	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<SubscriptionExecution16>	ProvisionallyRegistered
SubscriptionMultipleOrder2	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<SubscriptionOrder4>	ProvisionallyRegistered
SubscriptionMultipleOrder3	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<SubscriptionOrder6>	ProvisionallyRegistered
SubscriptionMultipleOrder4	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<SubscriptionOrder8>	ProvisionallyRegistered
SubscriptionMultipleOrder6	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<SubscriptionOrder14>	ProvisionallyRegistered
SubscriptionMultipleOrder7	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<SubscriptionOrder17>	ProvisionallyRegistered
SupportingDocument1	Entry	Ntry	1	*	ValueList<SupportingDocumentEntry1>	ProvisionallyRegistered
SupportingDocument2	Entry	Ntry	1	*	ValueList<SupportingDocumentEntry1>	ProvisionallyRegistered
SupportingDocument3	Entry	Ntry	1	*	ValueList<SupportingDocumentEntry2>	ProvisionallyRegistered
SupportingDocument4	Entry	Ntry	1	*	ValueList<SupportingDocumentEntry2>	ProvisionallyRegistered
SuspendedStatus2	ReasonDetails	RsnDtls	1	5	ValueList<SuspendedStatusReason2>	ProvisionallyRegistered
SuspendedStatusReason1	Structured	Strd	1	3	SimpleValueList<SuspendedStatusReason2Code>	ProvisionallyRegistered
SwitchExecution3	RedemptionLegDetails	RedLegDtls	1	*	ValueList<SwitchRedemptionLegExecution2>	ProvisionallyRegistered
SwitchExecution3	SubscriptionLegDetails	SbcptLegDtls	1	*	ValueList<SwitchSubscriptionLegExecution2>	ProvisionallyRegistered
SwitchExecution4	RedemptionLegDetails	RedLegDtls	1	*	ValueList<SwitchRedemptionLegExecution3>	ProvisionallyRegistered
SwitchExecution4	SubscriptionLegDetails	SbcptLegDtls	1	*	ValueList<SwitchSubscriptionLegExecution3>	ProvisionallyRegistered
SwitchExecution7	RedemptionLegDetails	RedLegDtls	1	*	ValueList<SwitchRedemptionLegExecution4>	ProvisionallyRegistered
SwitchExecution7	SubscriptionLegDetails	SbcptLegDtls	1	*	ValueList<SwitchSubscriptionLegExecution4>	ProvisionallyRegistered
SwitchExecution8	RedemptionLegDetails	RedLegDtls	1	*	ValueList<SwitchRedemptionLegExecution5>	ProvisionallyRegistered
SwitchExecution8	SubscriptionLegDetails	SbcptLegDtls	1	*	ValueList<SwitchSubscriptionLegExecution5>	ProvisionallyRegistered
SwitchOrder2	RedemptionLegDetails	RedLegDtls	1	*	ValueList<SwitchRedemptionLegOrder2>	ProvisionallyRegistered
SwitchOrder2	SubscriptionLegDetails	SbcptLegDtls	1	*	ValueList<SwitchSubscriptionLegOrder2>	ProvisionallyRegistered
SwitchOrder3	RedemptionLegDetails	RedLegDtls	1	*	ValueList<SwitchRedemptionLegOrder3>	ProvisionallyRegistered
SwitchOrder3	SubscriptionLegDetails	SbcptLegDtls	1	*	ValueList<SwitchSubscriptionLegOrder3>	ProvisionallyRegistered
SwitchOrder4	RedemptionLegDetails	RedLegDtls	1	*	ValueList<SwitchRedemptionLegOrder3>	ProvisionallyRegistered
SwitchOrder4	SubscriptionLegDetails	SbcptLegDtls	1	*	ValueList<SwitchSubscriptionLegOrder3>	ProvisionallyRegistered
SwitchOrder7	RedemptionLegDetails	RedLegDtls	1	*	ValueList<SwitchRedemptionLegOrder6>	ProvisionallyRegistered
SwitchOrder7	SubscriptionLegDetails	SbcptLegDtls	1	*	ValueList<SwitchSubscriptionLegOrder6>	ProvisionallyRegistered
SwitchOrder8	RedemptionLegDetails	RedLegDtls	1	*	ValueList<SwitchRedemptionLegOrder7>	ProvisionallyRegistered
SwitchOrder8	SubscriptionLegDetails	SbcptLegDtls	1	*	ValueList<SwitchSubscriptionLegOrder7>	ProvisionallyRegistered
SwitchOrderConfirmation1	SwitchExecutionDetails	SwtchExctnDtls	1	*	ValueList<SwitchExecution4>	ProvisionallyRegistered
SwitchOrderInstruction2	SwitchOrderDetails	SwtchOrdrDtls	1	*	ValueList<SwitchOrder3>	ProvisionallyRegistered
SwitchOrderStatusAndReason1	Rejected	Rjctd	1	10	ValueList<RejectedStatus6>	ProvisionallyRegistered
TMSProtocolParameters1	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory5Code>	ProvisionallyRegistered
TMSProtocolParameters2	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory10Code>	ProvisionallyRegistered
TMSProtocolParameters3	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory10Code>	ProvisionallyRegistered
TMSProtocolParameters4	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory10Code>	ProvisionallyRegistered
TMSProtocolParameters5	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory10Code>	ProvisionallyRegistered
TMSProtocolParameters6	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory10Code>	ProvisionallyRegistered
TMSProtocolParameters7	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory10Code>	ProvisionallyRegistered
TMSProtocolParameters8	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory10Code>	ProvisionallyRegistered
TaxCalculation1	TaxIdentification	TaxId	1	3	ValueList<BillingServicesTax3>	ProvisionallyRegistered
TaxCalculation1	TaxableServiceChargeConversion	TaxblSvcChrgConvs	1	*	ValueList<BillingServicesAmount3>	ProvisionallyRegistered
TerminalPackageType1	Package	Packg	1	*	ValueList<PackageType1>	ProvisionallyRegistered
TerminalPackageType2	Package	Packg	1	*	ValueList<PackageType2>	ProvisionallyRegistered
TerminalPackageType3	Package	Packg	1	*	ValueList<PackageType3>	ProvisionallyRegistered
TerminalPackageType4	Package	Packg	1	*	ValueList<PackageType4>	ProvisionallyRegistered
TerminalPackageType5	Package	Packg	1	*	ValueList<PackageType5>	ProvisionallyRegistered
TotalCharges2	ChargeDetails	ChrgDtls	1	*	ValueList<Charge10>	ProvisionallyRegistered
TotalCharges3	ChargeDetails	ChrgDtls	1	*	ValueList<Charge18>	ProvisionallyRegistered
TotalCharges5	ChargeDetails	ChrgDtls	1	4	ValueList<Charge23>	ProvisionallyRegistered
TotalCommissions2	CommissionDetails	ComssnDtls	1	*	ValueList<Commission6>	ProvisionallyRegistered
TotalCommissions3	CommissionDetails	ComssnDtls	1	*	ValueList<Commission10>	ProvisionallyRegistered
TotalTaxes2	TaxDetails	TaxDtls	1	*	ValueList<Tax7>	ProvisionallyRegistered
TrackerData1	TrackerRecord	TrckrRcrd	1	*	ValueList<TrackerRecord1>	ProvisionallyRegistered
TrackerData7	TrackerRecord	TrckrRcrd	1	*	ValueList<TrackerRecord5>	ProvisionallyRegistered
TrackerStatusAndTransaction18	Transaction	Tx	1	*	ValueList<TrackerPaymentTransaction14>	ProvisionallyRegistered
TrackerStatusAndTransaction19	Transaction	Tx	1	*	ValueList<TrackerPaymentTransaction14>	ProvisionallyRegistered
TrackerStatusAndTransaction21	Transaction	Tx	1	*	ValueList<TrackerPaymentTransaction15>	ProvisionallyRegistered
TrackerStatusAndTransaction22	Transaction	Tx	1	*	ValueList<TrackerPaymentTransaction15>	ProvisionallyRegistered
TradeContract1	Buyer	Buyr	1	*	ValueList<TradeParty2>	ProvisionallyRegistered
TradeContract1	Seller	Sellr	1	*	ValueList<TradeParty2>	ProvisionallyRegistered
TradeContract2	Buyer	Buyr	1	*	ValueList<TradeParty5>	ProvisionallyRegistered
TradeContract2	Seller	Sellr	1	*	ValueList<TradeParty5>	ProvisionallyRegistered
TradeContract3	Buyer	Buyr	1	*	ValueList<TradeParty5>	ProvisionallyRegistered
TradeContract3	Seller	Sellr	1	*	ValueList<TradeParty5>	ProvisionallyRegistered
TradeContract4	Buyer	Buyr	1	*	ValueList<TradeParty6>	ProvisionallyRegistered
TradeContract4	Seller	Sellr	1	*	ValueList<TradeParty6>	ProvisionallyRegistered
TradeCounterpartyReport14	Beneficiary	Bnfcry	1	2	ValueList<PartyIdentification235Choice_>	ProvisionallyRegistered
TradeData20	ReportStatistics	RptSttstcs	1	*	ValueList<DetailedReportStatistics5>	ProvisionallyRegistered
TradeData20	TransactionStatistics	TxSttstcs	1	*	ValueList<DetailedTransactionStatistics10>	ProvisionallyRegistered
TradeData21	ReconciliationReport	RcncltnRpt	1	*	ValueList<ReconciliationReport5>	ProvisionallyRegistered
TradeData23	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData29>	ProvisionallyRegistered
TradeData28	ReconciliationReport	RcncltnRpt	1	*	ValueList<ReconciliationReport8>	ProvisionallyRegistered
TradeData29	ReportStatistics	RptSttstcs	1	*	ValueList<DetailedReportStatistics5>	ProvisionallyRegistered
TradeData29	TransactionStatistics	TxSttstcs	1	*	ValueList<DetailedTransactionStatistics2Choice_>	ProvisionallyRegistered
TradeData42	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData36>	ProvisionallyRegistered
TradeDataReport1	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData22>	ProvisionallyRegistered
TradeDataReport2	TradeData	TradData	1	*	ValueList<TradeData44>	ProvisionallyRegistered
TradeLegStatement3	TradeLegsDetails	TradLegsDtls	1	*	ValueList<TradeLeg9>	ProvisionallyRegistered
TradeLegStatement4	TradeLegsDetails	TradLegsDtls	1	*	ValueList<TradeLeg12>	ProvisionallyRegistered
TradeLegStatement5	TradeLegsDetails	TradLegsDtls	1	*	ValueList<TradeLeg15>	ProvisionallyRegistered
TradeNewPosition5	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData21>	ProvisionallyRegistered
TradeNewTransaction10	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData24>	ProvisionallyRegistered
TradePositionComponent5	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData24>	ProvisionallyRegistered
TradePositionEarlyTermination5	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData22>	ProvisionallyRegistered
TradePositionOther5	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData22>	ProvisionallyRegistered
TradePositionValuationUpdate5	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData23>	ProvisionallyRegistered
TradeRecurrentQuery7	Frequency	Frqcy	1	*	ValueList<TradeQueryExecutionFrequency3>	ProvisionallyRegistered
TradeStateReport10	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData22>	ProvisionallyRegistered
TradeStateReport12	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData29>	ProvisionallyRegistered
TradeStateReport22	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData36>	ProvisionallyRegistered
TradeTransactionEarlyTermination5	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData22>	ProvisionallyRegistered
TradeTransactionOther6	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData22>	ProvisionallyRegistered
TradeTransactionStatusAndReason1	Rejected	Rjctd	1	100	ValueList<RejectedStatusReason9Choice_>	ProvisionallyRegistered
TradeTransactionStatusAndReason2	Rejected	Rjctd	1	100	ValueList<RejectedCancellationStatusReason1Choice_>	ProvisionallyRegistered
TradeTransactionValuationUpdate5	CounterpartySpecificData	CtrPtySpcfcData	1	2	ValueList<CounterpartySpecificData23>	ProvisionallyRegistered
Transaction101	ErrorDetail	ErrDtl	1	*	ValueList<ErrorDetails1>	ProvisionallyRegistered
Transaction102	AmendedData	AmddData	1	*	ValueList<DetailedError1>	ProvisionallyRegistered
Transaction155	ErrorDetail	ErrDtl	1	*	ValueList<ErrorDetails2>	ProvisionallyRegistered
TransactionCertificate1	CertificateRecord	CertRcrd	1	*	ValueList<TransactionCertificateRecord1>	ProvisionallyRegistered
TransactionCertificate3	CertificateRecord	CertRcrd	1	*	ValueList<TransactionCertificateRecord1>	ProvisionallyRegistered
TransactionCertificate4	CertificateRecord	CertRcrd	1	*	ValueList<TransactionCertificateRecord2>	ProvisionallyRegistered
TransactionReconciliation1	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals1>	ProvisionallyRegistered
Transactions10	TransactionReport	TxRpt	1	*	ValueList<TransactionReport7>	ProvisionallyRegistered
Transactions11	TransactionReport	TxRpt	1	*	ValueList<TransactionReport8>	ProvisionallyRegistered
Transactions7	TransactionReport	TxRpt	1	*	ValueList<TransactionReport4>	ProvisionallyRegistered
Transactions8	TransactionReport	TxRpt	1	*	ValueList<TransactionReport5>	ProvisionallyRegistered
Transactions9	TransactionReport	TxRpt	1	*	ValueList<TransactionReport6>	ProvisionallyRegistered
TransferCancellationRejectedStatus1	DataSourceScheme	DataSrcSchme	1	10	ValueList<GenericIdentification1>	ProvisionallyRegistered
TransferIn10	TransferAndReferences	TrfAndRefs	1	*	ValueList<TransferIn11>	ProvisionallyRegistered
TransferIn11	TransferDetails	TrfDtls	1	*	ValueList<Transfer21>	ProvisionallyRegistered
TransferIn12	TransferDetails	TrfDtls	1	*	ValueList<Transfer29>	ProvisionallyRegistered
TransferIn13	TransferAndReferences	TrfAndRefs	1	*	ValueList<TransferIn11>	ProvisionallyRegistered
TransferIn14	TransferDetails	TrfDtls	1	*	ValueList<Transfer33>	ProvisionallyRegistered
TransferIn15	TransferAndReferences	TrfAndRefs	1	*	ValueList<TransferIn16>	ProvisionallyRegistered
TransferIn16	TransferDetails	TrfDtls	1	*	ValueList<Transfer32>	ProvisionallyRegistered
TransferIn5	TransferDetails	TrfDtls	1	*	ValueList<Transfer16>	ProvisionallyRegistered
TransferIn6	TransferDetails	TrfDtls	1	*	ValueList<Transfer17>	ProvisionallyRegistered
